design_index,preset,is_control,design_seed,spine_scale,design_notes,params
52,odontopleurida,0,7,0.7606,,"{""axialSpine"": 0.3042531101471441, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3521127816963671, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 180.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.7, ""eyePos"": 0.7, ""eyeProfile"": 4.0, ""eyeShade"": 0.15, ""eyeSize"": 0.11, ""eyeSlope"": 0.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.6085062202942882, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 139.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.5, ""overlap"": 0.5349362130652997, ""pleuralSlope"": 0.74, ""pygFrac"": 0.20413205958369107, ""pygMarginal"": 6, ""pygMarginalLen"": 0.6845694978310742, ""pygRings"": 4, ""pygSpine"": 0.7606327753678602, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 14.67424143458753, ""ringArch"": 0.22, ""segCount"": 8, ""spineBase"": 0.6085062202942882, ""spineGrad"": 0.3, ""spineSweep"": 40.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.5, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.7080550426090251}"
53,odontopleurida,0,7,1.4499,,"{""axialSpine"": 0.5799619605039562, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.33984365453286614, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 180.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.7, ""eyePos"": 0.7, ""eyeProfile"": 4.0, ""eyeShade"": 0.15, ""eyeSize"": 0.11, ""eyeSlope"": 0.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 1.1599239210079124, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 139.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.5, ""overlap"": 0.6215289075304573, ""pleuralSlope"": 0.74, ""pygFrac"": 0.1910031790125655, ""pygMarginal"": 6, ""pygMarginalLen"": 1.3049144111339013, ""pygRings"": 4, ""pygSpine"": 1.4499049012598904, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 20.430906570903637, ""ringArch"": 0.22, ""segCount"": 10, ""spineBase"": 1.1599239210079124, ""spineGrad"": 0.3, ""spineSweep"": 40.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.5, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.5473390328724008}"
54,odontopleurida,0,7,0.1533,,"{""axialSpine"": 0.06130724517736594, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.23314310225918966, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 180.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.7, ""eyePos"": 0.7, ""eyeProfile"": 4.0, ""eyeShade"": 0.15, ""eyeSize"": 0.11, ""eyeSlope"": 0.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.12261449035473188, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 139.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.5, ""overlap"": 0.33641874805392025, ""pleuralSlope"": 0.74, ""pygFrac"": 0.16504755172611915, ""pygMarginal"": 6, ""pygMarginalLen"": 0.13794130164907334, ""pygRings"": 4, ""pygSpine"": 0.15326811294341483, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 13.490314648258668, ""ringArch"": 0.22, ""segCount"": 12, ""spineBase"": 0.12261449035473188, ""spineGrad"": 0.3, ""spineSweep"": 40.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.5, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.8573099133681693}"
55,odontopleurida,0,7,0.271,,"{""axialSpine"": 0.10838951799361998, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.41227349841618777, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 180.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.7, ""eyePos"": 0.7, ""eyeProfile"": 4.0, ""eyeShade"": 0.15, ""eyeSize"": 0.11, ""eyeSlope"": 0.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.21677903598723997, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 139.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.5, ""overlap"": 0.40085687270097226, ""pleuralSlope"": 0.74, ""pygFrac"": 0.12620180425824157, ""pygMarginal"": 6, ""pygMarginalLen"": 0.24387641548564495, ""pygRings"": 4, ""pygSpine"": 0.27097379498404994, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 17.744907255154754, ""ringArch"": 0.22, ""segCount"": 11, ""spineBase"": 0.21677903598723997, ""spineGrad"": 0.3, ""spineSweep"": 40.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.5, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6493676648102397}"
56,odontopleurida,0,7,0.9492,,"{""axialSpine"": 0.37968404346456774, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.2668457696647691, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 180.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.7, ""eyePos"": 0.7, ""eyeProfile"": 4.0, ""eyeShade"": 0.15, ""eyeSize"": 0.11, ""eyeSlope"": 0.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.7593680869291355, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 139.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.5, ""overlap"": 0.2481371275030534, ""pleuralSlope"": 0.74, ""pygFrac"": 0.1395117044216304, ""pygMarginal"": 6, ""pygMarginalLen"": 0.8542890977952774, ""pygRings"": 4, ""pygSpine"": 0.9492101086614193, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 10.716400952891707, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.7593680869291355, ""spineGrad"": 0.3, ""spineSweep"": 40.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.5, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.4196104634730679}"
57,odontopleurida,0,7,0.503,,"{""axialSpine"": 0.20121849415841622, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.28273493177050196, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 180.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.7, ""eyePos"": 0.7, ""eyeProfile"": 4.0, ""eyeShade"": 0.15, ""eyeSize"": 0.11, ""eyeSlope"": 0.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.40243698831683244, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 139.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.5, ""overlap"": 0.7554596542802838, ""pleuralSlope"": 0.74, ""pygFrac"": 0.17551506612441437, ""pygMarginal"": 6, ""pygMarginalLen"": 0.4527416118564365, ""pygRings"": 4, ""pygSpine"": 0.5030462353960405, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 16.902321613440893, ""ringArch"": 0.22, ""segCount"": 7, ""spineBase"": 0.40243698831683244, ""spineGrad"": 0.3, ""spineSweep"": 40.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.5, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.7724001456750476}"
58,odontopleurida,1,7,,,"{""axialSpine"": 0.4, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.32, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 180.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.7, ""eyePos"": 0.7, ""eyeProfile"": 4.0, ""eyeShade"": 0.15, ""eyeSize"": 0.0, ""eyeSlope"": 0.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.8, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 139.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.5, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.16, ""pygMarginal"": 6, ""pygMarginalLen"": 0.9, ""pygRings"": 4, ""pygSpine"": 1.0, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.8, ""spineGrad"": 0.3, ""spineSweep"": 40.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.5, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.62}"
59,odontopleurida,1,7,,,"{""axialSpine"": 0.4, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 0.9, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.32, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 180.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.7, ""eyePos"": 0.7, ""eyeProfile"": 4.0, ""eyeShade"": 0.15, ""eyeSize"": 0.45, ""eyeSlope"": 0.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.8, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.18, ""headDomeExp"": 1.5, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 139.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.5, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.16, ""pygMarginal"": 6, ""pygMarginalLen"": 0.9, ""pygRings"": 4, ""pygSpine"": 1.0, ""pygSplay"": 14.0, ""pygWidth"": 0.82, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.8, ""spineGrad"": 0.3, ""spineSweep"": 40.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.9, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.5, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.62}"
60,phacopida,0,7,0.7535,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.0, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.4022539709736079, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 110.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.55, ""eyePos"": 0.75, ""eyeProfile"": 6.0, ""eyeShade"": 0.0, ""eyeSize"": 0.13, ""eyeSlope"": 15.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.7, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.9, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 205.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.21026989268999996, ""pleuralSlope"": 0.74, ""pygFrac"": 0.2202487008457519, ""pygMarginal"": 0, ""pygMarginalLen"": 0.37674964452011306, ""pygRings"": 7, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 16.91786936591667, ""ringArch"": 0.22, ""segCount"": 14, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.6, ""wall"": 2.0, ""width"": 95.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.6, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.43601153971266554}"
61,phacopida,0,7,1.0733,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.0, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3053154930249824, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.0, ""eyeArc"": 110.0, ""eyeHeight"": 1.6, ""eyeLat"": 0.55, ""eyePos"": 0.75, ""eyeProfile"": 6.0, ""eyeShade"": 0.0, ""eyeSize"": 0.13, ""eyeSlope"": 15.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 1.2, ""genalCurve"": 12.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.2, ""genalWidth"": 0.12, ""genalWidthMM"": 5.0, ""glabFront"": 2.5, ""glabInflate"": 1.7, ""glabLobes"": 3, ""glabRise"": 0.12, ""headDomeExp"": 1.9, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.12, ""headRearExp"": 2.0, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 205.0, ""lensD"": 0.16, ""lensGap"": 0.3, ""lensRise"": 0.35, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.5991070955301179, ""pleuralSlope"": 0.74, ""pygFrac"": 0.26055985813894916, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5366368410773179, ""pygRings"": 7, ""pygSpine"": 0.0, ""pygSplay"": 16.0, ""pygWidth"": 0.82, ""relief"": 23.37283055645247, ""ringArch"": 0.22, ""segCount"": 13, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.6, ""wall"": 2.0, ""width"": 95.0, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.6, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.7955187271817004}"
